Time		Subtitle		Translation
00:17:19		 Bir de tuhaf tuhaf hareketler. Yani boğuştuk işte.   		furán viselkedett, fegyvert rántott. 
00:17:23		 Aldım, vurdum. Nefsi müdafaa.   		Elvetted a fegyverét, és lelőtted. Önvédelem volt. 
00:17:25		 Bunu söyle, gel benden 200 bini al.   		Ezt mondod a rendőrségnek, aztán jöhetsz a 200.000 lírádért. 
00:17:31		 Bir de... Silahta parmak izin var.   		És... a te ujjlenyomatod van a pisztolyon. 
00:17:34		 Bak şimdi... [güler]   		Ehhez mit szólsz? 
00:17:41		 Al, al, al.   		Tessék, fogd! 
00:17:47		 Bak yine sende. Yine parmak izin var.   		Megint. Még több ujjlenyomat. 
00:18:39		 Burada bir adam oturuyordu.   		Ült itt egy fickó. 
00:18:42		 Şiir mi? "Burada bir adam oturuyordu."   		Ez egy versből van? "Ült itt egy fickó." 
00:18:46		 Ben oturuyorum. Bir çay alabilir miyim?   		Most én ülök itt. Kaphatok teát? 
00:18:49		 [garson] Buyur abi.   		Tessék. 
00:18:50		 Kardeş, bakar mısın? Burada bir bey vardı karşımda.   		Elnézést, testvér. Ült itt az előbb egy úr. 
00:18:52		 -Var abi, evet? -Hayır, benim karşımda oturan adam nerede?   		- Igen, itt van. - Nem ő. Hol van az, aki velem volt? 
00:18:55		 Abi, vallahi bakmadım, dikkat etmedim.   		Nem emlékszem rá. 
00:18:57		 Siz değil misiniz abi, karşısında oturan?   		Nem ő az? 
00:19:01		 Sinirleriniz mi bozuk kardeşim?   		Rosszak az idegeid, testvér? 
00:19:22		 Gitmiş.   		Elment. 
00:19:25		 -Taksi sizin mi, dışarıdaki? -Çalışmıyorum abi ben.   		- A magáé a taxi? - Ma éjjel nem dolgozom. 
00:19:27		 Öyle mi? Böyle durumlarda hemen güvenlik birimlerine haber vermek lazım.   		Tényleg? Tudja, ilyen esetekben értesíteni kell a hatóságokat. 
00:19:34		 Alo, 155 mi? Bir saniye Memur Bey.   		Halló, rendőrség? Egy pillanat, biztos úr. 
00:19:39		 -Neresi oğlum burası? -[garson] Pınarköy abi.   		- Hol is vagyunk, fiam? - Pinarköy, uram. 
00:19:41		 İyi nöbetler efendim.   		Halló! 
00:19:42		 Taksici bir esnafımız burada yol beğenmiyor, müşteri seçiyor.   		Van egy taxis, aki nem hajlandó elvinni. 
00:19:46		 Nasıl yardımcı olabilirsiniz?   		Tudna segíteni? 
00:19:48		 Ben Tuncay Uğurlu, Dışişleri'nden.   		Tuncay Ugurlu vagyok a külügyminisztérumból. 
00:19:51		 Paris Büyükelçisi Fuat Uğurlu'nun kardeşiyim.   		Fuat Ugurlu párizsi nagykövet testvére vagyok. 
00:19:53		 Ortanca, evet.   		Nem a legkisebb, nem. 
00:19:55		 Tamam, siz memur gönderin ben bekliyorum.   		Oké, küldjön ide néhány rendőrt! 
00:19:58		 [garson] Adresi verseydim.   		Megmondhattam volna a címet. 
00:20:00		 Uydudan bulurlar. Sen dalga mı geçiyorsun yavrum?   		Megtalálják a helyet a műholdról. Viccelsz? 
00:20:03		 Şu aleti her yerden okuyorlar. Tuncay Uğurlu, tak bitti.   		A Tuncay Ugurlu név számít. Engem megtalálnak, bárhol is vagyok. 
00:20:08		 Polisi karıştırmak istemezdim ama   		Örültem volna, ha nem kell értesítenem a rendőrséget, 
00:20:11		 gelsinler işlem yapılsın, her şey ortaya çıksın.   		de ez a szabály. 
00:20:15		 -Siz nereye gideceksiniz abi? -Hah, şöyle ya.   		- Hova akar menni, uram? - Ez a beszéd! 
00:20:19		 Valla nereye gideceğiz yavrum, tek yön var, aşağıya doğru gideceğiz işte.   		Innen csak egy út van. Irány a belváros. 
00:20:22		 Çayı şuradan alıver yavrum.   		Visszahozhatod a teát, fiam. 
00:20:26		 [garson] Abi, çorbaların parası?   		Uram, ki fog fizetni a levesért? 
00:20:29		 Rica edeceğim, sizden para mı alacağız?   		Ó, kérlek, ne! Nem fogadhatom el a pénzedet. 
00:20:32		 İyi akşamlar.   		Szép estét. 
00:21:01		 Baltalimanı'nda ev var benim.   		Van egy házam Baltalimani közelében. 
00:21:08		 Romatizma... Ama öyle güzel denk geliyor ki...   		Reumás vagyok. Hát, igen. 
00:21:13		 ...ekim dedi mi başlıyor böyle alttan yağmurla beraber.   		Az esővel együtt jön ki rajtam, mindig októberben. 
00:21:17		 Ama benim sigorta attı mı tabii... Tuncay diyorum, hiç bulaşma, hiç!   		Néha mérgelődöm miatta, aztán azt mondom magamnak: "Kitartás!" 
00:21:23		 Kışı hep benim rezidansta geçiriyorum zaten.   		Télen amúgy is a városban maradok. 
00:21:25		 Sağ olsun Fahri Bey bu sene her şeyi yeniledi. Mis gibi, mis.   		Hálás vagyok Mr. Fahrinak, aki az egész házat felújította. 
00:21:30		 Yoksa insan katil olur ya.   		Különben elviselhetetlen lenne. 
00:21:33		 [Tuncay] Bu apartman hayatı ne zormuş kardeşim.   		Ház helyett lakásban lakni. Szörnyű. 
00:21:35		 Bak şimdi, yönetici dış cephe için para topluyor, tamam mı?   		Ezt hallgassa meg! A házfelügyelő szedte be a pénzt a felújításért. 
00:21:40		 Altı numara vermiyor diye dedikodu yapmışlar.   		A lakók összesúgtak a hátam mögött, hogy nem vagyok hajlandó fizetni. 
00:21:44		 Ulan ben kışın evde oturmuyorum ki Hollanda lalesi!   		Télen ott sem lakom, seggfejek! 
00:21:49		 Babadan emlak zenginiyiz hesabı çekemiyorlar tabii.   		Féltékenyek rám, mert gazdag az apám. 
00:21:52		 Bıçak çektim yöneticiye. Dedim, geliyor baba, bak geliyor.   		Késsel fenyegettem a házfelügyelőt. 
00:21:56		 Geçen sene balta, bu sene bıçak!   		Tavaly fejszével, idén késsel. 
00:22:00		 Terörist kaynıyor bina ha, kimseye söyleme.   		A ház tele van kibaszott őrültekkel. De ha ezt mondanám nekik... 
00:22:05		 Uydudan hepsini alıyor zaten ibneler, ne söyleyeceksin?   		Persze lehet, hogy most is hallanak a műholdjukkal. 
00:22:11		 Sizin işler zor, farkındayım.   		Gondolom, stresszes a munkája. 
00:22:15		 Ama bizimkiler de zor be.   		De az enyém is. 
00:22:19		 Dışişleri baba!   		Külügyek. 
00:22:22		 Bütün dünya başımda.   		Az egész világ ügyei. 
00:22:24		 Abi, siz nereye gidiyorsunuz tam olarak?   		Uram, hova vigyem? 
00:22:27		 Bakırköy.   		Bakirköy. 
00:22:28		 Şaka mı yapıyorsun abi?   		Viccel velem, uram? 
00:22:30		 Şakası mı kalmış yavrum. Artık 22 sene oldu ya.   		Nem viccelek, ember. Huszonkét év. 
00:22:35		 Hastanenin altı komple altın.   		A kórház alatt aranybánya van. 
00:22:39		 Bu kadar kaldı şu an.   		Most csak ennyi van nálam. 
00:22:41		 Gidip bir posta daha çekip nisana kadar oh sen sağ, ben selamet.   		Elmegyek még többért, és akkor áprilisig stílusosan utazgathatok. 
00:22:46		 ATM mi diyorsunuz? İşte onun gibi.   		Olyan, mint egy bankautomata. 
00:22:51		 [Tunca] Şarj oluyorum orada ben.   		Feltöltöm a készleteket. 
00:22:54		 Bunu siz anlayamazsınız.   		De ezt maga úgysem érti. 
00:22:56		 Abi, bir müddet böyle konuşmadan gidelim mi?   		Uram, mi lenne, ha egy darabig nem beszélne? 
00:22:59		 Tabii, tabii canım. Sonra bol bol konuşuruz.   		Oké, haver. Rengeteg időnk lesz még hosszú beszélgetésekre. 
00:23:11		 [Tuncay] Tamam.   		Rendben. 
00:23:19		 -Şöyle takdim edeyim. -Tamam, gerek yok, gerek yok.   		- Itt a pénze. - Nem kell. 
00:23:22		 Al şunu hadi, al.   		Vegye csak el! 
00:23:25		 Bak, başına kötü bir şey gelirse her zaman beklerim.   		Ha bajba kerülne, csak keressen meg! 
00:23:29		 Tuncay abi diyeceksin. Zaten uydudan falan bana haberi gelir.   		Csak mondja be a nevemet! A műholdon keresztül talán úgyis hallani fogom. 
00:23:33		 Anladın?   Hadi iyi işler.   		Érti? Minden jót! 
00:23:37		 [Tuncay] Faik! Aç bakayım lan kapıyı!   		Faik! Nyisd ki a kaput! 
00:23:42		 -Hoş geldin Tuncay Bey. -[Tuncay] Hoş bulduk.   		- Üdvözlöm, Mr.Tuncay. - Köszönöm. 
00:23:46		 Al bakalım altınını.   		Itt az aranya. 
00:23:48		 -Ya ne gerek vardı. -[Tuncay] Olur mu canım.   		- Erre semmi szükség. - Ugyan már! 
00:23:50		 -Kalabalık mı? Nasıl durumlar? -Her şey yolunda, bıraktığın gibi.   		Sokan vannak? Hogy mennek a dolgok? Minden oké. Úgy, mint mikor elment. 
00:23:54		 Hadi bakalım. İyi nöbetler.   		Remek. Jó éjt! 
00:23:58		 [Tuncay bağırarak] Uyanın lan!   		Ébresztő, basszátok meg! 
00:24:00		 Uyanın! Tuncay abiniz giriş yapıyor.   		Ébresztő! Tuncay érkezett meg a birtokra! 
00:24:04		 Hop! Uyanın!   		Ébresztő! 
00:24:07		 Tuncay abiniz geliyor!   		Itt van a bátyus, Tuncay! 
00:25:34		 Geçmiş olsun diyelim...   		Ami megtörtént, megtörtént. 
00:25:36		 Adam ölmüş.   		Meghalt. 
00:25:39		 Ölmüş mü?   		Meghalt? 
00:25:42		 Şimdi bak Güven, arabada kim var dedin?   		Nézze, Guven! Azt mondta, volt valaki a taxiban. 
00:25:45		 Bu Celal Keçilel, vurulan.   		Egy Celal Kecilel nevű férfit lőttek le. 
00:25:48		 [polis] Senin vurduğun o mu?   		Maga lőtte le? 
00:25:49		 [kekeler] Abi, ben vurmadım, bana vurdurdu işte öbürü.   		Uram, nem én lőttem le. A másik férfi kényszerített rá. 
00:25:53		 Parayı verdi, vur mu dedi?   		Fizetett érte, hogy lelője? 
00:25:56		 Sonra para teklif etti. Şimdi bunlar arkadaş herhâlde abi.   		Nem, csak utána ajánlott pénzt. 
00:25:57		 Bunlar, ikisi arabaya bindiler...   		Szerintem barátok voltak, uram. Mindketten beszálltak a kocsiba. 
00:26:01		 Şimdi bak Güven, MOBESE geldi.   		Nézze, Guven! Megvan a biztonsági kamera felvétele. 
00:26:04		 Bu arabaya Celal binmiş, sonrası yok.   		Csak Celal szállt be a taxiba, senki más. 
00:26:07		 Çorba içtiğimiz yerde yanımda biri var dedin,   		Azt mondta, találkozott valakivel a kávézóban, 
00:26:09		 onu da hastaneye bırakmışsın.   		akit a kórházba vitt. 
00:26:12		 -Öbür dediğin kim? -Öbür dediğim vuran.   		- Ki volt még ott? - A másik. A lövöldöző. 
00:26:14		 Şu hastaneye bıraktığım, o başka,   		A kórházba egy harmadikat vittem. 
00:26:16		 o amına koyduğumun delisi, onunla bir alakası yok abi.   		Az egy őrült volt. Neki semmi köze a lövöldözéshez. 
00:26:19		 Hangisi?   		Melyiknek? 
00:26:20		 Hangisi... Abi hepsi deli zaten, bana denk geldi yani.   		Amelyik... Mind őrült volt. Mind pont engem talált meg. 
00:26:23		 Tuncay mı? Garson diyor işte, oturuyordu diyor.   		Szóval Tuncayvel volt?  A pincér azt mondta, Tuncay volt a kávézóban. 
00:26:26		 Hayır, o oturan dediği, oturan dediği, o benim hastaneye bıraktığım değil.   		Nem, nem Tuncay. Őt a kórházba vittem. 
00:26:31		 Vuran çorbacıda... Çorbacı yani... Oradaki garson çocuk hatırlamıyor mu?   		A lövöldöző is ott volt a kávézóban. A pincér rá nem emlékszik? 
00:26:35		 -Hatırlıyor işte, Tuncay diyor! -Tuncay değil abi, o sonra.   		- De. Emlékszik Tuncayre. - Nem, uram. Tuncay csak később jött. 
00:26:39		 Tamam, onu geç, o deli zaten biz baktık ona. Konuyla alakası yok, o sonra zaten.   		Oké, felejtsük el Tuncayt! Utánanéztünk. Mentálisan beteg. 
00:26:44		 Abi, o sonra. Vuran... Vuran da çorbacıda.   		Uram, Tuncay később jött. De a lövöldöző... 
00:26:46		 [amir] Güven kardeşim...   		Guven testvér, 
00:26:48		 Sen buraya kontak numaralarını falan veriver bana.   		felveheti valakivel a kapcsolatot. Kivel akarja? 
00:26:51		 Ben senin bu işten bir şey anlamadım.   		Egy szót sem értek abból, amit mondott. 
00:26:53		 Senin işin uzun.   		Egy darabig bent tartjuk. 
00:26:55		 Savcı tutuklama diyecek zaten bu ifadeyle, parmak izi falan...   		A vallomása és az ujjlenyomatok alapján... 
00:27:00		 Yatacaksın yani sen, bu.   		az ügyész vádat fog emelni. 
00:27:02		 Abi, lütfen.   		Uram, kérem! 
00:27:04		 Tamam oğlum, içeride kafanı toplarsın, daha güzel anlatırsın, tamam?   		Szedje össze magát, aztán próbálja meg ismét elmondani, mi történt! 
00:27:09		 -Tamam, hadi. -[Güven] Abi, lütfen!   		- Menjünk! - Kérem, uram! 
00:27:13		 Abi, lütfen!   		Kérem, uram! 
00:27:26		 Hayır abi, çocuğun zaten öyle bir durumu var. Yok.   		Nem, uram. Rendes, becsületes ember. 
00:27:31		 Burada bir akrabası var, amcası, onunla da görüşmüyorlar.   		Van itt egy rokona, a nagybátyja. De nem beszélnek egymással. 
00:27:35		 Ne diyor?   Anladım abi, anladım, tamam.   		Mit mondott? Rendben, uram. Értem. 
00:27:38		 Gidilmesi gereken bir yer varsa biz gideriz abi.   Eyvallah, tamam.   		Megtesszük, amit kell. Rendben, oké. 
00:27:42		 Kafam almıyor böyle bir şeyi ya.   		Nem fér a fejembe. 
00:27:45		 -Avukat girmiş mi devreye? -Abi, avukatla görüştüm.   		- És az ügyvéd? - Vele beszéltem. 
00:27:48		 Kendini yerden yere atıyormuş.   		Azt mondta, Guvennek nem áll jól a szénája. 
00:27:50		 Ya böyle bir şey olabilir mi? Bu çocuk... Nasıl ya?   		Hogy történhetett ez? Az a kölyök... Mégis hogy? 
00:27:53		 Böyle durumda inmeyecek taksiden aşağıya.   		Ilyen veszélyes helyzetben a sofőrnek nem szabad elhagyni az autót. 
00:27:56		 Abi o değil de, silahın üstünde parmak izi falan varmış, avukat öyle dedi.   		Az ügyvéd szerint Guven ujjlenyomata van a fegyveren. 
00:28:02		 Hastaneye götüreceklermiş, cuma günü de kurula çıkacakmış.   		Guvent kórházba viszik, és bizottság elé állítják. 
00:28:05		 -Ne kurulu ya? -Abi, üstünü başını yırtıyormuş.   		- Milyen bizottság. - Úgy viselkedett, mint aki megőrült. 
00:28:08		 Ben delirdim, bana bunları kim yaptıysa çıksın diyormuş ortaya.   		Az ügyvéd szerint azt kiabálta: "Elvesztettem a józan eszem!" 
00:28:12		 Vay aslanım, vay koçum be, yazık çocuğa ya.   		Szegény fiú!  Olyan szomorú. 
00:28:16		 -Sen inanır mısın böyle bir şeye? -[iç çekme sesi]   		Tényleg ez történik? 
00:28:19		 Ben inanmam.   		Hihetetlen! 
00:28:38		 Öksür.   		Köhögjön! 
00:28:39		 Abi, herkese anlattık, daha ne anlatayım ya?   		Már mindent elmondtam. Mit mondhatnék még? 
00:28:42		 Öksür kardeşim, öksür.   		Köhögjön, ember! 
00:28:49		 -Sühan Hocalara mı gideceksiniz buradan? -[polis] Evet hocam.   		- Beszélt doktor Suhannal? - Igen, doki. 
00:28:52		 Cezaevinde ilaç falan aldı mı?   		Kapott gyógyszert a börtönben? 
00:28:54		 Aldım, aldım, aldım.   		Igen, kaptam. 
00:28:57		 Geç kardeşim, şurada üstünü değiştir.   		Gyerünk! Ott átöltözhet. 
00:29:01		 Böyle mi değiştireyim, nasıl değiştireyim?   		Hogyan öltözzek át? Így? 
00:29:07		 Ne bekliyoruz abi şimdi?   		Mire várunk, uram? 
00:29:08		 Akli dengene bakacak işte hocalar.   		Az orvosok megvizsgálják, beszámítható-e mentálisan. 
00:29:11		 -Aklı dengeme bakacaklar... Tamam. -[kapı sesi]   		És ha beszámítható vagyok... 
00:29:14		 Hocam, tutuklunun durumu için.   		A fogvatartott aktája. 
00:29:19		 A2'de kalsın bu.   		Kísérje az A2-be! 
00:29:21		 Yeşim Hocalar geldiği zaman beraber bakalım.   		Megvizsgáljuk, amint doktor Yesim ideér. 
00:29:23		 -[asistan] Tamam hocam -Bir de fotokopi çektirelim.   Bizim makine arızalı.   		- Rendben, uram. - Ebből kérek egy másolatot. 
00:29:26		 -Ver cezaevinden gelen kağıdı. -Bu hocam.   		- Kérem a börtön által küldött aktát. - Itt van. 
00:29:29		 Ne kadar bekleriz?   		Meddig kell várnunk? 
00:29:32		 Bu, öğleden sonraya kalır. Mesai saatinde hallolur.   		Tizenkettő után megcsináljuk. Öt órára végeznek. 
00:29:36		 -Al. -Tamam hocam.   		- Tessék. - Rendben, uram. 
00:29:38		 Siz biraz bekleyin, ben şimdi hasta bakıcı yolluyorum.   		Várjon egy kicsit! Küldök egy futárt. 
00:29:41		 -Tamam mı? -Tamam.   		- Oké? - Oké. 
00:29:46		 Tuncay Bey? Hayırdır, ne yapıyorsunuz?   		Mr. Tuncay? Mit keres itt? 
00:29:49		 Melikeciğim, resim dersine girecek olan arkadaş gelmedi.   		Melike, ki kellett hagynunk a festésórát, mert a barátom nem jött el. 
00:29:53		 Ben de temizlik kolu başkanı seçiyorum. Sühan Hoca'ya onaylatacağım.   		Azért jöttem, hogy kiválasszam a takarítócsoport vezetőjét. 
00:29:57		 Sakal, bundan sonra temizlik kolu başkanı.   		Szakáll, te leszel a takarítócsoport vezetője! 
00:30:00		 -Değil mi yavrum? -Evet abi.   		- Oké, haver? - Igen, tesó. 
00:30:01		 -Tamam, hadi çok dolaşmayın ama burada. -Tamam canım.   		Oké, de ne mászkáljanak összevissza! 
00:30:14		 -[asistan] Tuncay Bey, hadi ama! -Tamam ya.   		- Mr. Tuncay, hagyja! - Rendben. 
00:30:19		 Deli raporu içinse bana geleceksin.   		Tőlem kellene igazolást kérned. 
00:30:24		 -[Tuncay] Taksici? -Tanıdın, değil mi?   		- A taxis? - Emlékszik rám? 
00:30:26		 Ne çabuk ya.   		Milyen gyorsan! 
00:30:28		 Ulan ben 22 senede delirdim, sen üç gün önce sapasağlamdın.   		Nekem 22 évembe telt, hogy megőrüljek. Neked három nap alatt sikerült? 
00:30:32		 Delirdim deme, yemezler.   		Ne próbáld beadni, hogy őrült vagy! Nem fogják bevenni. 
00:30:35		 Hadi beyefendi, şöyle devam edin lütfen.   		Kérem, uram, menjen el innen! 
00:30:37		 Memur Bey, biz raporluyuz, o bölümü geçtik!   		Biztos úr, papírom van róla, hogy őrült vagyok. Túl vagyok az ilyesmin! 
00:30:42		 Şurada dur, buraya geç, hazır ol, rahat falan, çok geride kaldı ya!   		Gyere ide, maradj ott, nyugodj meg! Én már túl vagyok az ilyen parancsokon! 
00:30:45		 -Değil mi lan Sakal? -Elbette.   		- Igaz, Szakáll? - Abszolút! 
00:30:50		 Taksici kardeş, deliysen bana bir işaret çakacaktın orada.   		Szegény taxis, valami jelet kellett volna adnod. 
00:30:53		 Yoksa burası kırtasiye, buradan sana bir şey çıkmaz.   		Nem hiszem, hogy megkapod, amiért jöttél. 
00:30:59		 Deli misin lan? Doğru söyle.   		Őrült vagy? De őszintén! 
00:31:02		 Bak, numara yapıyorsan yemeyiz ha, ona göre.   		Nem fogjuk bevenni, ha megpróbálsz trükközni. 
00:31:06		 A Blok'a gelirsin, orada itibar sorunu yaşatırım.   		Az "A" blokkba visznek, ahol én magam vizsgállak meg. 
00:31:09		 [polis] Ne oluyor?   		Mi folyik itt? 
00:31:10		 Dışişlerinden Tuncay Uğurlu. Gasp mı, cinayet mi?   		Tuncay Ugurlu vagyok, külügyminisztérium. Gyilkosság vagy zsarolás? 
00:31:14		 Kadına şiddetse hemen dövelim taksici kardeşi.   		Megverhetjük a taxist. Erőszakoskodott egy nővel. 
00:31:17		 Tuncay, işine bak, ben seni çok iyi tanıyorum, hadi devam et.   		Tuncay, túl jól ismerlek. Törődj a magad dolgával! 
00:31:20		 Uydudan izliyorlar, görüyorsunuz değil mi?   		Látjátok? A műholdon keresztül lehallgatnak. 
00:31:25		 Al bakalım.   		Tessék. 
00:31:28		 Rüşvet değil, yanlış anlama.   		Ne érts félre, nem kenőpénz. 
00:31:31		 Çikolata, direkt!   		Csokoládé. 
00:31:36		 Hadi çocuklar. Sile sile ilerliyoruz, hop!   		Gyerünk, fiúk, takarításra fel! 
00:31:43		 [Tuncay] Sil, sil.   		Törölgessetek! 
00:31:46		 Buyurun.   		Jöjjön velem! 
00:32:40		 Otursun abi buraya.   		Ültesse le oda! 
00:32:44		 Açalım onu.   		Vegye le a bilincset! 
00:32:54		 -Nasılız, iyi miyiz? -İyiyiz.   		Hogy van? Jól? 
00:32:59		 Hadi bakalım, içelim bunları.   		Vegye be ezeket a tablettákat! 
00:33:01		 Burada mı kalacağım ben şimdi?   		Itt kell maradnom? 
00:33:03		 Ama sen daha önce burada kaldın mı?   		Előfordult már, hogy itt kellett maradnia? 
00:33:05		 Meral niye geldi?   		Miért van itt Meral? 
00:33:08		 -Meral gelmedi ki, Meral niye gelsin? -Geldi ya, girişte gördüm Meral'i.   		- Meral nincs itt. Miért lenne? - Itt van. Láttam a bejáratnál. 
00:33:14		 -Hadi bakalım. -İyi.   		- Gyerünk! - Rendben. 
00:33:17		 Ne diyeceğim şimdi ben ya, ne? Deli değilim mi diyeceğim, ne diyeceğim?   		Mit mondjak? Hogy nem vagyok őrült? Mit mondhatnék? 
00:33:21		 Kim dedi sana delisin diye? Ama sen şimdi sıkıntı yapıyorsun.   		Ki mondta, hogy őrült? Ne izguljon ennyire! Nyugalom! 
00:33:24		 Deliyim desem, diyecek yok deli değilsin. Kim inanacak bana?   		Ha azt mondom, őrült vagyok, úgysem hisz nekem. Nem hisznek nekem. 
00:33:28		 Ben deli değilim diye bir şey vardır ya...   		Mindig mindenki azt mondja, hogy nem őrült. Klisé. 
00:33:34		 Bastır buraya.   		Nyomja meg! 
00:33:37		 Tamam.   		Rendben. 
00:33:44		 Yat biraz sen şimdi. Sonra gelip yemeğe götüreceğim seni.   		Feküdjön le egy kicsit! Aztán leviszem a kávézóba. 
00:33:47		 Yemeğe değil de bana bir telefon açtırır mısın, ne olur?   		Inkább olyan helyre vigyen, ahonnan telefonálhatok! 
00:33:50		 Tamam, telefona da götüreceğim. Götüreceğim seni telefona.   		Oké. Felhívhat, akit csak akar. 
00:34:09		 Ağaçları kırmızı yaparsın, güneşi yeşil yaparsın,   		Fessétek a fákat pirosra, a napot zöldre, 
00:34:13		 kafanda soru işareti kalmaz.   		és minden rendben lesz. 
00:34:21		 -Işık, bu ne oğlum? -Araba!   		- Isik, mi ez, fiam? - Autó! 
00:34:23		 Saçmalama oğlum, hadi sen çık dolaş biraz, hadi.   		Ne légy nevetséges, fiam! Men ki levegőzni! Gyerünk! 
00:34:30		 [Tuncay] Evet, güzel.   Ayzek.   		- Igen, nagyon jó! - Isaac! 
00:34:33		 Hadi kardeşim.   		Menj innen, tesó! 
00:34:35		 Herkes misin lan sen?   		Minden kurva szerepet eljátszol? 
00:34:37		 -[Tuncay] Televizyon izleyeceğim şimdi. -[adam] Erkek misin!   		- Tévézni fogok. - Férfi vagy te? 
00:34:39		 Sonra hepinize not vereceğim.   		Aztán kiosztom a pontokat. 
00:34:47		 -[Tunca] Sakal. -Buyur abi.   		- Szakáll! - Igen, tesó! 
00:34:49		 Püsküvitleri banıp bana ver.   		Mártogass nekem egy kekszet teába! 
00:34:54		 -[Tuncay] Haberler iyi. -[Sakal güler]   [Tuncay] Her şey yolunda.   		Jó hírek. Minden rendben. 
00:35:16		 -Ne dediler? -Abi, ne olur...   		- Mit mondtak? - Kérlek, testvér! 
00:35:19		 Televizyondan aldım haberleri.   		A tévében hallottam a hírt. 
00:35:23		 Senin başına bir olay gelmiş.   		Jelen voltál egy szerencsétlen eseményen. 
00:35:26		 Buradan kurula girip deli raporuyla yırtmacalar gibi mi?   		El akarod kerülni a vádemelést azzal, hogy őrültnek nyilváníttatod magad? 
00:35:30		 Abi, bak, bir haftadır uyumadım, ne olur.   		Testvér, nézd! Egy hete nem aludtam. 
00:35:33		 Şimdi şöyle...   		Az a helyzet, hogy... 
00:35:35		 ...buradaki arkadaşlar yıllarını vermiş.   		Ezek a srácok már évek óta itt vannak. 
00:35:38		 Bedeller ödenmiş.   		Mind nagy árat fizettek. 
00:35:40		 Bak hiç kimseden "Ben deli değilim." vesaire hiç duyuyor musun?   		Hallottál olyan szöveget, hogy "nem vagyok őrült", 
00:35:43		 Veya "Ben bilmem kimim." falan?   		vagy "ez és ez vagyok!" 
00:35:46		 -"Napolyon'um ben!" vardır mesela. -[gülerler]   		Biztos ismered a "Napóleon vagyok" dumát. 
00:35:49		 Var mıdır öyle bir şey, Sakal?   		Mit gondolsz, Szakáll? 
00:35:50		 -Yoktur abi. -Yoktur.   		- Hülyeség, tesó. - Hülyeség. 
00:35:53		 Şimdi, bizim bir onay vermemiz lazım.   		A mi jóváhagyásunkra van szükséged. 
00:35:57		 -Altına işeme var mı? -Hayır abiciğim.   		- Be szoktál pisilni? - Nem, tesó. 
00:35:59		 -Şuraya kakanı yapabilir misin? -Hayır abi, niye yapayım ya?   		- Tudsz asztalra kakilni? - Nem, testvér. Miért tennék ilyet? 
00:36:02		 -Ben yaparım. -Sakal, sen bir işine bak, hadi.   		- Én tudok. - Szakáll, sétálj egyet! 
00:36:08		 Bir iki saat bakacağım.   		Pár óráig szemmel tartalak. 
00:36:11		 Eğer bir anormallik görürsem...   		Ha valami szokatlant látok, 
00:36:16		 ...hemen okurum seni bak.   		azonnal leleplezlek. 
00:36:19		 Burası otel değil.   		Ez itt nem hotel. 
00:36:24		 Bak, burada ihtiyacı olan biri gelir kalır, değil mi güzel kardeşim?   		Az jöhet ide, aki rászorul. 
00:36:29		 Hocayı mı ayarladın rapor versin diye?   		Lefizetted a dokit az igazolásért? 
00:36:32		 [Tuncay] Şimdi bir sakinleştirici falan,   		Tudod... 
00:36:34		 bugün kurulda asıl performansı çakman lazım, biliyorsun değil mi?   		ma elő kell adnod magad a bizottságnak. Tudod, ugye? 
00:36:39		 Abi, o gece benim başıma neler geldi, sen biliyor musun?   		Testvér, tudod, mi történt aznap éjjel? 
00:36:42		 Evet, buraya da geldiler. Her şey bağlantılı, dedim.   		Igen, ide is eljöttek. Minden összefügg. 
00:36:46		 Şimdi benim bir geçmişim var, raporum var.   		Nekem itt már múlta van, és papírom is van róla. 
00:36:49		 O kadar kolay değil yani. Polise söyledim...   		Beszéltem a rendőrséggel. 
00:36:53		 ...ben kurtarırım onu dedim, iyi çocuk dedim ama...   		Azt mondtam nekik, hogy megmentelek, hogy jó ember vagy. 
00:36:59		 [Tuncay] ...deli numarasıyla olmaz.   		Nem mentheted meg magad azzal, ha előadod az őrültet. 
00:37:05		 Yemezler.   		Nem fogják bevenni. 
00:37:17		 Alo, Mehmet abi, Güven ben.   		Szia, Mehmet testvér! Én vagyok az, Guven. 
00:37:19		 Güvenciğim, nasılsın?   		Guven, hogy vagy, fiam? 
00:37:21		 [Mehmet] Herkes bir şey söyleyip duruyor, huzursuzuz burada be oğlum.   		Mindenféléket beszélnek. Aggódunk érted. 
00:37:24		 Abi, işte başımıza böyle bir şey geldi, ben...   		Véletlenül voltam a helyszínen. Tudod... 
00:37:27		 Beni hastaneye getirdiler de.   		Behoztak a pszichiátriára. 
00:37:29		 Gerekirse gelelim biz hastaneye ya.   		Meglátogathatunk, ha akarod. 
00:37:31		 Yok, yok... Abi...   		Nem, nem. Testvér... 
00:37:33		 ...ben böyle bir şey yapmadım, biliyorsunuz değil mi?   		ugye tudjátok, hogy nem öltem meg senkit? 
00:37:35		 Ya biliyoruz Güven, biz sana inanıyoruz be güzelim. Ah be oğlum be.   		Persze, hogy tudjuk, Guven. Hiszünk neked, szegény fiam. 
00:37:40		 Abi, şey acaba, benim şeyime,   		Testvér, azt szeretném kérni, 
00:37:43		 savcılığa bir gitseniz, orada benim durumumu bir sorsanız.   		hogy nézzetek utána, mi van a vádemeléssel. 
